#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
      0.382222      320.000    0.401304E+00    0.323335E-03   -0.398838E+00
      0.384444       20.000    0.214893E-01    0.898664E-05   -0.211723E-01
      0.384444       29.375    0.317599E-01    0.171237E-04   -0.312697E-01
      0.384444       38.750    0.422341E-01    0.295713E-04   -0.415463E-01
      0.384444       48.125    0.529463E-01    0.468856E-04   -0.520364E-01
      0.384444       57.500    0.639114E-01    0.688631E-04   -0.627616E-01
      0.384444       66.875    0.751278E-01    0.949037E-04   -0.737308E-01
      0.384444       76.250    0.865814E-01    0.124399E-03   -0.849417E-01
      0.384444       85.625    0.982501E-01    0.156897E-03   -0.963822E-01
      0.384444       95.000    0.110107E+00    0.192079E-03   -0.108033E+00
      0.384444      104.375    0.122124E+00    0.229654E-03   -0.119871E+00
      0.384444      113.750    0.134273E+00    0.269285E-03   -0.131869E+00
      0.384444      123.125    0.146524E+00    0.310540E-03   -0.143999E+00
      0.384444      132.500    0.158852E+00    0.352898E-03   -0.156233E+00
      0.384444      141.875    0.171232E+00    0.395764E-03   -0.168543E+00
      0.384444      151.250    0.183639E+00    0.438496E-03   -0.180903E+00
      0.384444      160.625    0.196052E+00    0.480429E-03   -0.193287E+00
      0.384444      170.000    0.208449E+00    0.520879E-03   -0.205672E+00
      0.384444      179.375    0.220813E+00    0.559153E-03   -0.218036E+00
      0.384444      188.750    0.233124E+00    0.594544E-03   -0.230358E+00
      0.384444      198.125    0.245366E+00    0.626321E-03   -0.242619E+00
      0.384444      207.500    0.257525E+00    0.653723E-03   -0.254800E+00
      0.384444      216.875    0.269587E+00    0.675947E-03   -0.266888E+00
      0.384444      226.250    0.281538E+00    0.692145E-03   -0.278867E+00
      0.384444      235.625    0.293368E+00    0.701418E-03   -0.290725E+00
      0.384444      245.000    0.305067E+00    0.702817E-03   -0.302451E+00
      0.384444      254.375    0.316627E+00    0.695345E-03   -0.314036E+00
      0.384444      263.750    0.328041E+00    0.677957E-03   -0.325475E+00
      0.384444      273.125    0.339303E+00    0.649575E-03   -0.336762E+00
      0.384444      282.500    0.350412E+00    0.609088E-03   -0.347893E+00
      0.384444      291.875    0.361363E+00    0.555364E-03   -0.358869E+00
      0.384444      301.250    0.372159E+00    0.487262E-03   -0.369691E+00
      0.384444      310.625    0.382799E+00    0.403638E-03   -0.380360E+00
      0.384444      320.000    0.393287E+00    0.303357E-03   -0.390883E+00
      0.386667       20.000    0.203173E-01    0.261866E-05   -0.200522E-01
      0.386667       29.375    0.300550E-01    0.708369E-05   -0.296442E-01
      0.386667       38.750    0.400149E-01    0.153366E-04   -0.394356E-01
      0.386667       48.125    0.502359E-01    0.281671E-04   -0.494633E-01
      0.386667       57.500    0.607361E-01    0.456978E-04   -0.597496E-01
      0.386667       66.875    0.715165E-01    0.675755E-04   -0.703034E-01
      0.386667       76.250    0.825642E-01    0.932989E-04   -0.811224E-01
      0.386667       85.625    0.938575E-01    0.122419E-03   -0.921948E-01
      0.386667       95.000    0.105369E+00    0.154574E-03   -0.103501E+00
      0.386667      104.375    0.117070E+00    0.189432E-03   -0.115018E+00
      0.386667      113.750    0.128929E+00    0.226631E-03   -0.126718E+00
      0.386667      123.125    0.140917E+00    0.265736E-03   -0.138573E+00
      0.386667      132.500    0.153005E+00    0.306240E-03   -0.150553E+00
      0.386667      141.875    0.165167E+00    0.347567E-03   -0.162630E+00
      0.386667      151.250    0.177376E+00    0.389097E-03   -0.174777E+00
      0.386667      160.625    0.189610E+00    0.430181E-03   -0.186967E+00
      0.386667      170.000    0.201845E+00    0.470148E-03   -0.199176E+00
      0.386667      179.375    0.214061E+00    0.508313E-03   -0.211379E+00
      0.386667      188.750    0.226239E+00    0.543966E-03   -0.223554E+00
      0.386667      198.125    0.238360E+00    0.576371E-03   -0.235683E+00
      0.386667      207.500    0.250409E+00    0.604750E-03   -0.247744E+00
      0.386667      216.875    0.262369E+00    0.628282E-03   -0.259723E+00
      0.386667      226.250    0.274228E+00    0.646089E-03   -0.271603E+00
      0.386667      235.625    0.285972E+00    0.657240E-03   -0.283370E+00
      0.386667      245.000    0.297592E+00    0.660743E-03   -0.295013E+00
      0.386667      254.375    0.309076E+00    0.655553E-03   -0.306522E+00
      0.386667      263.750    0.320418E+00    0.640576E-03   -0.317889E+00
      0.386667      273.125    0.331611E+00    0.614672E-03   -0.329107E+00
      0.386667      282.500    0.342651E+00    0.576671E-03   -0.340174E+00
      0.386667      291.875    0.353534E+00    0.525377E-03   -0.351086E+00
      0.386667      301.250    0.364260E+00    0.459582E-03   -0.361845E+00
      0.386667      310.625    0.374829E+00    0.378076E-03   -0.372451E+00
      0.386667      320.000    0.385243E+00    0.279657E-03   -0.382911E+00
      0.388889       20.000    0.192389E-01   -0.242510E-05   -0.190166E-01
      0.388889       29.375    0.284832E-01   -0.931759E-06   -0.281384E-01
      0.388889       38.750    0.379632E-01    0.381010E-05   -0.374754E-01
      0.388889       48.125    0.477207E-01    0.127225E-04   -0.470662E-01
      0.388889       57.500    0.577771E-01    0.261891E-04   -0.569338E-01
      0.388889       66.875    0.681359E-01    0.441011E-04   -0.670876E-01
      0.388889       76.250    0.787861E-01    0.661036E-04   -0.775255E-01
      0.388889       85.625    0.897072E-01    0.917998E-04   -0.882363E-01
      0.388889       95.000    0.100873E+00    0.120825E-03   -0.992011E-01
      0.388889      104.375    0.112252E+00    0.152833E-03   -0.110396E+00
      0.388889      113.750    0.123815E+00    0.187448E-03   -0.121795E+00
      0.388889      123.125    0.135530E+00    0.224241E-03   -0.133369E+00
      0.388889      132.500    0.147368E+00    0.262714E-03   -0.145088E+00
      0.388889      141.875    0.159300E+00    0.302313E-03   -0.156923E+00
      0.388889      151.250    0.171300E+00    0.342435E-03   -0.168847E+00
      0.388889      160.625    0.183341E+00    0.382450E-03   -0.180832E+00
      0.388889      170.000    0.195401E+00    0.421699E-03   -0.192851E+00
      0.388889      179.375    0.207456E+00    0.459502E-03   -0.204881E+00
      0.388889      188.750    0.219488E+00    0.495150E-03   -0.216898E+00
      0.388889      198.125    0.231475E+00    0.527899E-03   -0.228882E+00
      0.388889      207.500    0.243401E+00    0.556959E-03   -0.240811E+00
      0.388889      216.875    0.255248E+00    0.581488E-03   -0.252668E+00
      0.388889      226.250    0.267003E+00    0.600580E-03   -0.264436E+00
      0.388889      235.625    0.278650E+00    0.613269E-03   -0.276101E+00
      0.388889      245.000    0.290178E+00    0.618524E-03   -0.287649E+00
      0.388889      254.375    0.301577E+00    0.615250E-03   -0.299070E+00
      0.388889      263.750    0.312836E+00    0.602301E-03   -0.310353E+00
      0.388889      273.125    0.323950E+00    0.578480E-03   -0.321493E+00
      0.388889      282.500    0.334911E+00    0.542555E-03   -0.332484E+00
      0.388889      291.875    0.345717E+00    0.493267E-03   -0.343324E+00
      0.388889      301.250    0.356365E+00    0.429340E-03   -0.354010E+00
      0.388889      310.625    0.366854E+00    0.349499E-03   -0.364545E+00
      0.388889      320.000    0.377185E+00    0.252477E-03   -0.374932E+00
      0.391111       20.000    0.182593E-01   -0.641326E-05   -0.180721E-01
      0.391111       29.375    0.270521E-01   -0.730040E-05   -0.267619E-01
      0.391111       38.750    0.360885E-01   -0.544715E-05   -0.356774E-01
      0.391111       48.125    0.454125E-01    0.116425E-06   -0.448584E-01
      0.391111       57.500    0.550481E-01    0.996109E-05   -0.543289E-01
      0.391111       66.875    0.650014E-01    0.241952E-04   -0.640989E-01
      0.391111       76.250    0.752641E-01    0.426252E-04   -0.741672E-01
      0.391111       85.625    0.858177E-01    0.649394E-04   -0.845233E-01
      0.391111       95.000    0.966365E-01    0.908056E-04   -0.951496E-01
      0.391111      104.375    0.107691E+00    0.119884E-03   -0.106023E+00
      0.391111      113.750    0.118951E+00    0.151807E-03   -0.117118E+00
      0.391111      123.125    0.130385E+00    0.186154E-03   -0.128405E+00
      0.391111      132.500    0.141962E+00    0.222445E-03   -0.139855E+00
      0.391111      141.875    0.153653E+00    0.260144E-03   -0.151440E+00
      0.391111      151.250    0.165430E+00    0.298670E-03   -0.163130E+00
      0.391111      160.625    0.177267E+00    0.337409E-03   -0.174898E+00
      0.391111      170.000    0.189138E+00    0.375716E-03   -0.186717E+00
      0.391111      179.375    0.201020E+00    0.412917E-03   -0.198562E+00
      0.391111      188.750    0.212891E+00    0.448304E-03   -0.210408E+00
      0.391111      198.125    0.224732E+00    0.481126E-03   -0.222233E+00
      0.391111      207.500    0.236521E+00    0.510580E-03   -0.234017E+00
      0.391111      216.875    0.248243E+00    0.535803E-03   -0.245740E+00
      0.391111      226.250    0.259880E+00    0.555864E-03   -0.257385E+00
      0.391111      235.625    0.271419E+00    0.569759E-03   -0.268934E+00
      0.391111      245.000    0.282844E+00    0.576415E-03   -0.280375E+00
      0.391111      254.375    0.294145E+00    0.574693E-03   -0.291696E+00
      0.391111      263.750    0.305311E+00    0.563391E-03   -0.302885E+00
      0.391111      273.125    0.316334E+00    0.541256E-03   -0.313935E+00
      0.391111      282.500    0.327207E+00    0.506993E-03   -0.324840E+00
      0.391111      291.875    0.337925E+00    0.459279E-03   -0.335596E+00
      0.391111      301.250    0.348485E+00    0.396774E-03   -0.346201E+00
      0.391111      310.625    0.358886E+00    0.318136E-03   -0.356655E+00
      0.391111      320.000    0.369127E+00    0.222033E-03   -0.366962E+00
      0.393333       20.000    0.173819E-01   -0.956416E-05   -0.172235E-01
      0.393333       29.375    0.257667E-01   -0.123408E-04   -0.255215E-01
      0.393333       38.750    0.343971E-01   -0.128266E-04   -0.340498E-01
      0.393333       48.125    0.433186E-01   -0.100678E-04   -0.428493E-01
      0.393333       57.500    0.525574E-01   -0.337873E-05   -0.519450E-01
      0.393333       66.875    0.621227E-01    0.752458E-05   -0.613481E-01
      0.393333       76.250    0.720094E-01    0.226052E-04   -0.710587E-01
      0.393333       85.625    0.822012E-01    0.416554E-04   -0.810678E-01
      0.393333       95.000    0.926750E-01    0.643999E-04   -0.913592E-01
      0.393333      104.375    0.103403E+00    0.905296E-04   -0.101911E+00
      0.393333      113.750    0.114354E+00    0.119697E-03   -0.112699E+00
      0.393333      123.125    0.125499E+00    0.151502E-03   -0.123695E+00
      0.393333      132.500    0.136805E+00    0.185487E-03   -0.134870E+00
      0.393333      141.875    0.148244E+00    0.221141E-03   -0.146195E+00
      0.393333      151.250    0.159787E+00    0.257904E-03   -0.157642E+00
      0.393333      160.625    0.171405E+00    0.295180E-03   -0.169182E+00
      0.393333      170.000    0.183075E+00    0.332338E-03   -0.180789E+00
      0.393333      179.375    0.194770E+00    0.368712E-03   -0.192436E+00
      0.393333      188.750    0.206468E+00    0.403596E-03   -0.204099E+00
      0.393333      198.125    0.218147E+00    0.436233E-03   -0.215754E+00
      0.393333      207.500    0.229788E+00    0.465806E-03   -0.227379E+00
      0.393333      216.875    0.241371E+00    0.491432E-03   -0.238955E+00
      0.393333      226.250    0.252878E+00    0.512151E-03   -0.250463E+00
      0.393333      235.625    0.264294E+00    0.526926E-03   -0.261885E+00
      0.393333      245.000    0.275605E+00    0.534642E-03   -0.273206E+00
      0.393333      254.375    0.286796E+00    0.534110E-03   -0.284414E+00
      0.393333      263.750    0.297857E+00    0.524076E-03   -0.295497E+00
      0.393333      273.125    0.308779E+00    0.503228E-03   -0.306446E+00
      0.393333      282.500    0.319553E+00    0.470209E-03   -0.317254E+00
      0.393333      291.875    0.330173E+00    0.423634E-03   -0.327916E+00
      0.393333      301.250    0.340636E+00    0.362096E-03   -0.338429E+00
      0.393333      310.625    0.350938E+00    0.284190E-03   -0.348793E+00
      0.393333      320.000    0.361080E+00    0.188517E-03   -0.359010E+00
      0.395556       20.000    0.166087E-01   -0.120496E-04   -0.164741E-01
      0.395556       29.375    0.246287E-01   -0.163105E-04   -0.244206E-01
      0.395556       38.750    0.328909E-01   -0.186601E-04   -0.325965E-01
      0.395556       48.125    0.414412E-01   -0.182051E-04   -0.410433E-01
      0.395556       57.500    0.503081E-01   -0.142087E-04   -0.497870E-01
      0.395556       66.875    0.595040E-01   -0.625871E-05   -0.588406E-01
      0.395556       76.250    0.690271E-01    0.574717E-05   -0.682061E-01
      0.395556       85.625    0.788646E-01    0.217108E-04   -0.778765E-01
      0.395556       95.000    0.889960E-01    0.414299E-04   -0.878374E-01
      0.395556      104.375    0.993954E-01    0.646431E-04   -0.980692E-01
      0.395556      113.750    0.110034E+00    0.910376E-04   -0.108548E+00
      0.395556      123.125    0.120882E+00    0.120244E-03   -0.119248E+00
      0.395556      132.500    0.131910E+00    0.151835E-03   -0.130141E+00
      0.395556      141.875    0.143086E+00    0.185326E-03   -0.141199E+00
      0.395556      151.250    0.154382E+00    0.220183E-03   -0.152393E+00
      0.395556      160.625    0.165771E+00    0.255831E-03   -0.163696E+00
      0.395556      170.000    0.177226E+00    0.291655E-03   -0.175079E+00
      0.395556      179.375    0.188721E+00    0.326997E-03   -0.186517E+00
      0.395556      188.750    0.200232E+00    0.361154E-03   -0.197983E+00
      0.395556      198.125    0.211737E+00    0.393362E-03   -0.209455E+00
      0.395556      207.500    0.223215E+00    0.422793E-03   -0.220910E+00
      0.395556      216.875    0.234646E+00    0.448542E-03   -0.232326E+00
      0.395556      226.250    0.246010E+00    0.469622E-03   -0.243684E+00
      0.395556      235.625    0.257292E+00    0.484959E-03   -0.254965E+00
      0.395556      245.000    0.268474E+00    0.493397E-03   -0.266155E+00
      0.395556      254.375    0.279544E+00    0.493698E-03   -0.277238E+00
      0.395556      263.750    0.290488E+00    0.484553E-03   -0.288203E+00
      0.395556      273.125    0.301296E+00    0.464593E-03   -0.299039E+00
      0.395556      282.500    0.311960E+00    0.432400E-03   -0.309738E+00
      0.395556      291.875    0.322472E+00    0.386523E-03   -0.320296E+00
