#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
     -0.520000       29.375    0.828353E-01   -0.668394E-02   -0.986519E-01
     -0.520000       38.750    0.108459E+00   -0.773827E-02   -0.127575E+00
     -0.520000       48.125    0.133501E+00   -0.823176E-02   -0.155107E+00
     -0.520000       57.500    0.157600E+00   -0.824007E-02   -0.181109E+00
     -0.520000       66.875    0.180183E+00   -0.784823E-02   -0.205242E+00
     -0.520000       76.250    0.200561E+00   -0.713602E-02   -0.227019E+00
     -0.520000       85.625    0.218060E+00   -0.617438E-02   -0.245909E+00
     -0.520000       95.000    0.232118E+00   -0.502608E-02   -0.261433E+00
     -0.520000      104.375    0.242355E+00   -0.374687E-02   -0.273246E+00
     -0.520000      113.750    0.248604E+00   -0.238647E-02   -0.281182E+00
     -0.520000      123.125    0.250913E+00   -0.989008E-03   -0.285260E+00
     -0.520000      132.500    0.249518E+00    0.406648E-03   -0.285678E+00
     -0.520000      141.875    0.244804E+00    0.176675E-02   -0.282780E+00
     -0.520000      151.250    0.237268E+00    0.306250E-02   -0.277020E+00
     -0.520000      160.625    0.227468E+00    0.426990E-02   -0.268920E+00
     -0.520000      170.000    0.215993E+00    0.536959E-02   -0.259037E+00
     -0.520000      179.375    0.203426E+00    0.634655E-02   -0.247929E+00
     -0.520000      188.750    0.190319E+00    0.718982E-02   -0.236132E+00
     -0.520000      198.125    0.177178E+00    0.789216E-02   -0.224138E+00
     -0.520000      207.500    0.164448E+00    0.844969E-02   -0.212388E+00
     -0.520000      216.875    0.152512E+00    0.886143E-02   -0.201262E+00
     -0.520000      226.250    0.141681E+00    0.912890E-02   -0.191076E+00
     -0.520000      235.625    0.132202E+00    0.925573E-02   -0.182081E+00
     -0.520000      245.000    0.124258E+00    0.924726E-02   -0.174469E+00
     -0.520000      254.375    0.117976E+00    0.911016E-02   -0.168374E+00
     -0.520000      263.750    0.113427E+00    0.885210E-02   -0.163881E+00
     -0.520000      273.125    0.110639E+00    0.848149E-02   -0.161029E+00
     -0.520000      282.500    0.109601E+00    0.800717E-02   -0.159816E+00
     -0.520000      291.875    0.110267E+00    0.743827E-02   -0.160211E+00
     -0.520000      301.250    0.112565E+00    0.678394E-02   -0.162151E+00
     -0.520000      310.625    0.116402E+00    0.605328E-02   -0.165556E+00
     -0.520000      320.000    0.121668E+00    0.525518E-02   -0.170325E+00
     -0.517778       20.000    0.835578E-01   -0.519300E-02   -0.960485E-01
     -0.517778       29.375    0.121122E+00   -0.689030E-02   -0.138329E+00
     -0.517778       38.750    0.157546E+00   -0.796875E-02   -0.178542E+00
     -0.517778       48.125    0.192767E+00   -0.845648E-02   -0.216736E+00
     -0.517778       57.500    0.226425E+00   -0.842868E-02   -0.252764E+00
     -0.517778       66.875    0.257863E+00   -0.797305E-02   -0.286204E+00
     -0.517778       76.250    0.286271E+00   -0.717460E-02   -0.316439E+00
     -0.517778       85.625    0.310836E+00   -0.611127E-02   -0.342793E+00
     -0.517778       95.000    0.330881E+00   -0.485316E-02   -0.364664E+00
     -0.517778      104.375    0.345943E+00   -0.346275E-02   -0.381615E+00
     -0.517778      113.750    0.355812E+00   -0.199520E-02   -0.393425E+00
     -0.517778      123.125    0.360530E+00   -0.498635E-03   -0.400109E+00
     -0.517778      132.500    0.360364E+00    0.985543E-03   -0.401893E+00
     -0.517778      141.875    0.355760E+00    0.242226E-02   -0.399182E+00
     -0.517778      151.250    0.347298E+00    0.378236E-02   -0.392516E+00
     -0.517778      160.625    0.335637E+00    0.504221E-02   -0.382522E+00
     -0.517778      170.000    0.321476E+00    0.618325E-02   -0.369872E+00
     -0.517778      179.375    0.305512E+00    0.719157E-02   -0.355244E+00
     -0.517778      188.750    0.288415E+00    0.805745E-02   -0.339296E+00
     -0.517778      198.125    0.270804E+00    0.877491E-02   -0.322641E+00
     -0.517778      207.500    0.253232E+00    0.934126E-02   -0.305833E+00
     -0.517778      216.875    0.236183E+00    0.975665E-02   -0.289359E+00
     -0.517778      226.250    0.220061E+00    0.100236E-01   -0.273630E+00
     -0.517778      235.625    0.205197E+00    0.101466E-01   -0.258987E+00
     -0.517778      245.000    0.191848E+00    0.101317E-01   -0.245699E+00
     -0.517778      254.375    0.180203E+00    0.998624E-02   -0.233970E+00
     -0.517778      263.750    0.170392E+00    0.971838E-02   -0.223941E+00
     -0.517778      273.125    0.162488E+00    0.933694E-02   -0.215700E+00
     -0.517778      282.500    0.156517E+00    0.885111E-02   -0.209289E+00
     -0.517778      291.875    0.152466E+00    0.827023E-02   -0.204705E+00
     -0.517778      301.250    0.150286E+00    0.760369E-02   -0.201915E+00
     -0.517778      310.625    0.149903E+00    0.686071E-02   -0.200855E+00
     -0.517778      320.000    0.151218E+00    0.605029E-02   -0.201439E+00
     -0.515556       20.000    0.109512E+00   -0.499922E-02   -0.122368E+00
     -0.515556       29.375    0.158424E+00   -0.664070E-02   -0.176317E+00
     -0.515556       38.750    0.205598E+00   -0.768293E-02   -0.227688E+00
     -0.515556       48.125    0.250960E+00   -0.814223E-02   -0.276493E+00
     -0.515556       57.500    0.294085E+00   -0.808205E-02   -0.322498E+00
     -0.515556       66.875    0.334209E+00   -0.758281E-02   -0.365149E+00
     -0.515556       76.250    0.370398E+00   -0.672778E-02   -0.403682E+00
     -0.515556       85.625    0.401723E+00   -0.559729E-02   -0.437287E+00
     -0.515556       95.000    0.427417E+00   -0.426601E-02   -0.465252E+00
     -0.515556      104.375    0.446962E+00   -0.280147E-02   -0.487071E+00
     -0.515556      113.750    0.460126E+00   -0.126328E-02   -0.502495E+00
     -0.515556      123.125    0.466966E+00    0.297049E-03   -0.511547E+00
     -0.515556      132.500    0.467791E+00    0.183593E-02   -0.514496E+00
     -0.515556      141.875    0.463117E+00    0.331718E-02   -0.511819E+00
     -0.515556      151.250    0.453608E+00    0.471141E-02   -0.504144E+00
     -0.515556      160.625    0.440023E+00    0.599540E-02   -0.492206E+00
     -0.515556      170.000    0.423169E+00    0.715143E-02   -0.476787E+00
     -0.515556      179.375    0.403853E+00    0.816670E-02   -0.458686E+00
     -0.515556      188.750    0.382853E+00    0.903267E-02   -0.438676E+00
     -0.515556      198.125    0.360897E+00    0.974460E-02   -0.417484E+00
     -0.515556      207.500    0.338641E+00    0.103009E-01   -0.395771E+00
     -0.515556      216.875    0.316659E+00    0.107028E-01   -0.374124E+00
     -0.515556      226.250    0.295445E+00    0.109538E-01   -0.353047E+00
     -0.515556      235.625    0.275406E+00    0.110590E-01   -0.332964E+00
     -0.515556      245.000    0.256869E+00    0.110253E-01   -0.314216E+00
     -0.515556      254.375    0.240083E+00    0.108605E-01   -0.297070E+00
     -0.515556      263.750    0.225229E+00    0.105731E-01   -0.281723E+00
     -0.515556      273.125    0.212424E+00    0.101723E-01   -0.268309E+00
     -0.515556      282.500    0.201730E+00    0.966759E-02   -0.256907E+00
     -0.515556      291.875    0.193163E+00    0.906839E-02   -0.247546E+00
     -0.515556      301.250    0.186697E+00    0.838422E-02   -0.240217E+00
     -0.515556      310.625    0.182274E+00    0.762437E-02   -0.234874E+00
     -0.515556      320.000    0.179808E+00    0.679787E-02   -0.231443E+00
     -0.513333       20.000    0.134208E+00   -0.447416E-02   -0.146968E+00
     -0.513333       29.375    0.194238E+00   -0.595662E-02   -0.212203E+00
     -0.513333       38.750    0.252080E+00   -0.690131E-02   -0.274566E+00
     -0.513333       48.125    0.307526E+00   -0.730579E-02   -0.333908E+00
     -0.513333       57.500    0.360006E+00   -0.721192E-02   -0.389807E+00
     -0.513333       66.875    0.408613E+00   -0.668428E-02   -0.441527E+00
     -0.513333       76.250    0.452290E+00   -0.579814E-02   -0.488144E+00
     -0.513333       85.625    0.490018E+00   -0.463202E-02   -0.528722E+00
     -0.513333       95.000    0.520971E+00   -0.326239E-02   -0.562464E+00
     -0.513333      104.375    0.544604E+00   -0.176001E-02   -0.588821E+00
     -0.513333      113.750    0.560692E+00   -0.187695E-03   -0.607539E+00
     -0.513333      123.125    0.569326E+00    0.140051E-02   -0.618672E+00
     -0.513333      132.500    0.570872E+00    0.295940E-02   -0.622546E+00
     -0.513333      141.875    0.565922E+00    0.445206E-02   -0.619717E+00
     -0.513333      151.250    0.555230E+00    0.584914E-02   -0.610910E+00
     -0.513333      160.625    0.539654E+00    0.712796E-02   -0.596965E+00
     -0.513333      170.000    0.520101E+00    0.827174E-02   -0.578777E+00
     -0.513333      179.375    0.497485E+00    0.926877E-02   -0.557255E+00
     -0.513333      188.750    0.472687E+00    0.101117E-01   -0.533284E+00
     -0.513333      198.125    0.446533E+00    0.107970E-01   -0.507699E+00
     -0.513333      207.500    0.419773E+00    0.113241E-01   -0.481260E+00
     -0.513333      216.875    0.393070E+00    0.116952E-01   -0.454648E+00
     -0.513333      226.250    0.366995E+00    0.119146E-01   -0.428452E+00
     -0.513333      235.625    0.342028E+00    0.119882E-01   -0.403172E+00
     -0.513333      245.000    0.318558E+00    0.119233E-01   -0.379217E+00
     -0.513333      254.375    0.296890E+00    0.117282E-01   -0.356912E+00
     -0.513333      263.750    0.277253E+00    0.114117E-01   -0.336506E+00
     -0.513333      273.125    0.259802E+00    0.109832E-01   -0.318175E+00
     -0.513333      282.500    0.244635E+00    0.104524E-01   -0.302033E+00
     -0.513333      291.875    0.231792E+00    0.982871E-02   -0.288138E+00
     -0.513333      301.250    0.221269E+00    0.912171E-02   -0.276502E+00
     -0.513333      310.625    0.213024E+00    0.834067E-02   -0.267096E+00
     -0.513333      320.000    0.206980E+00    0.749455E-02   -0.259858E+00
     -0.511111       20.000    0.157431E+00   -0.366068E-02   -0.169739E+00
     -0.511111       29.375    0.228281E+00   -0.489180E-02   -0.245837E+00
     -0.511111       38.750    0.296645E+00   -0.568019E-02   -0.318970E+00
     -0.511111       48.125    0.362053E+00   -0.599961E-02   -0.388702E+00
     -0.511111       57.500    0.423701E+00   -0.586337E-02   -0.454329E+00
     -0.511111       66.875    0.480512E+00   -0.531410E-02   -0.514886E+00
     -0.511111       76.250    0.531311E+00   -0.441444E-02   -0.569280E+00
     -0.511111       85.625    0.575016E+00   -0.323770E-02   -0.616465E+00
     -0.511111       95.000    0.610773E+00   -0.185959E-02   -0.655585E+00
     -0.511111      104.375    0.638044E+00   -0.352123E-03   -0.686076E+00
     -0.511111      113.750    0.656639E+00    0.122015E-02   -0.707708E+00
     -0.511111      123.125    0.666702E+00    0.280180E-02   -0.720583E+00
     -0.511111      132.500    0.668672E+00    0.434683E-02   -0.725102E+00
     -0.511111      141.875    0.663224E+00    0.581822E-02   -0.721909E+00
     -0.511111      151.250    0.651204E+00    0.718703E-02   -0.711831E+00
     -0.511111      160.625    0.633566E+00    0.843144E-02   -0.695811E+00
     -0.511111      170.000    0.611317E+00    0.953573E-02   -0.674854E+00
     -0.511111      179.375    0.585467E+00    0.104894E-01   -0.649974E+00
     -0.511111      188.750    0.556994E+00    0.112862E-01   -0.622162E+00
     -0.511111      198.125    0.526814E+00    0.119239E-01   -0.592349E+00
     -0.511111      207.500    0.495762E+00    0.124028E-01   -0.561391E+00
     -0.511111      216.875    0.464579E+00    0.127260E-01   -0.530053E+00
     -0.511111      226.250    0.433909E+00    0.128985E-01   -0.499001E+00
     -0.511111      235.625    0.404296E+00    0.129269E-01   -0.468805E+00
     -0.511111      245.000    0.376187E+00    0.128188E-01   -0.439935E+00
     -0.511111      254.375    0.349935E+00    0.125828E-01   -0.412770E+00
     -0.511111      263.750    0.325812E+00    0.122281E-01   -0.387604E+00
     -0.511111      273.125    0.304011E+00    0.117640E-01   -0.364653E+00
     -0.511111      282.500    0.284657E+00    0.112002E-01   -0.344060E+00
     -0.511111      291.875    0.267815E+00    0.105463E-01   -0.325912E+00
     -0.511111      301.250    0.253502E+00    0.981164E-02   -0.310239E+00
     -0.511111      310.625    0.241686E+00    0.900542E-02   -0.297027E+00
     -0.511111      320.000    0.232304E+00    0.813646E-02   -0.286227E+00
     -0.508889       20.000    0.179193E+00   -0.262221E-02   -0.190816E+00
     -0.508889       29.375    0.260507E+00   -0.352647E-02   -0.277329E+00
     -0.508889       38.750    0.339148E+00   -0.410495E-02   -0.360929E+00
     -0.508889       48.125    0.414271E+00   -0.430509E-02   -0.440784E+00
     -0.508889       57.500    0.484776E+00   -0.410869E-02   -0.515836E+00
     -0.508889       66.875    0.549391E+00   -0.353370E-02   -0.584860E+00
     -0.508889       76.250    0.606841E+00   -0.262764E-02   -0.646597E+00
     -0.508889       85.625    0.656005E+00   -0.145623E-02   -0.699909E+00
     -0.508889       95.000    0.696037E+00   -0.922030E-04   -0.743911E+00
     -0.508889      104.375    0.726438E+00    0.139323E-02   -0.778053E+00
     -0.508889      113.750    0.747077E+00    0.293552E-02   -0.802152E+00
     -0.508889      123.125    0.758174E+00    0.447929E-02   -0.816381E+00
     -0.508889      132.500    0.760250E+00    0.597889E-02   -0.821230E+00
     -0.508889      141.875    0.754071E+00    0.739802E-02   -0.817440E+00
     -0.508889      151.250    0.740576E+00    0.870879E-02   -0.805939E+00
     -0.508889      160.625    0.720814E+00    0.989061E-02   -0.787775E+00
     -0.508889      170.000    0.695884E+00    0.109291E-01   -0.764055E+00
     -0.508889      179.375    0.666886E+00    0.118150E-01   -0.735895E+00
     -0.508889      188.750    0.634885E+00    0.125435E-01   -0.704381E+00
     -0.508889      198.125    0.600877E+00    0.131132E-01   -0.670534E+00
     -0.508889      207.500    0.565775E+00    0.135256E-01   -0.635294E+00
     -0.508889      216.875    0.530388E+00    0.137846E-01   -0.599501E+00
     -0.508889      226.250    0.495425E+00    0.138956E-01   -0.563893E+00
     -0.508889      235.625    0.461485E+00    0.138658E-01   -0.529098E+00
     -0.508889      245.000    0.429066E+00    0.137032E-01   -0.495644E+00
     -0.508889      254.375    0.398565E+00    0.134165E-01   -0.463956E+00
     -0.508889      263.750    0.370292E+00    0.130149E-01   -0.434369E+00
     -0.508889      273.125    0.344472E+00    0.125078E-01   -0.407131E+00
     -0.508889      282.500    0.321255E+00    0.119049E-01   -0.382418E+00
     -0.508889      291.875    0.300729E+00    0.112154E-01   -0.360335E+00
     -0.508889      301.250    0.282924E+00    0.104488E-01   -0.340931E+00
     -0.508889      310.625    0.267826E+00    0.961385E-02   -0.324208E+00
     -0.508889      320.000    0.255376E+00    0.871926E-02   -0.310123E+00
     -0.506667       20.000    0.199709E+00   -0.143737E-02   -0.210536E+00
     -0.506667       29.375    0.291071E+00   -0.195932E-02   -0.307003E+00
     -0.506667       38.750    0.379603E+00   -0.228056E-02   -0.400654E+00
     -0.506667       48.125    0.464023E+00   -0.232314E-02   -0.490198E+00
     -0.506667       57.500    0.542897E+00   -0.203891E-02   -0.574190E+00
     -0.506667       66.875    0.614762E+00   -0.142217E-02   -0.651138E+00
     -0.506667       76.250    0.678260E+00   -0.505127E-03   -0.719628E+00
     -0.506667       85.625    0.732262E+00    0.655300E-03   -0.778457E+00
     -0.506667       95.000    0.775961E+00    0.199126E-02   -0.826737E+00
     -0.506667      104.375    0.808924E+00    0.343439E-02   -0.863961E+00
     -0.506667      113.750    0.831105E+00    0.492219E-02   -0.890017E+00
     -0.506667      123.125    0.842813E+00    0.640102E-02   -0.905169E+00
     -0.506667      132.500    0.844665E+00    0.782700E-02   -0.910003E+00
     -0.506667      141.875    0.837521E+00    0.916563E-02   -0.905365E+00
     -0.506667      151.250    0.822412E+00    0.103908E-01   -0.892285E+00
     -0.506667      160.625    0.800476E+00    0.114838E-01   -0.871912E+00
     -0.506667      170.000    0.772899E+00    0.124318E-01   -0.845450E+00
     -0.506667      179.375    0.740863E+00    0.132272E-01   -0.814108E+00
     -0.506667      188.750    0.705508E+00    0.138664E-01   -0.779056E+00
     -0.506667      198.125    0.667904E+00    0.143492E-01   -0.741397E+00
     -0.506667      207.500    0.629025E+00    0.146781E-01   -0.702143E+00
     -0.506667      216.875    0.589746E+00    0.148575E-01   -0.662202E+00
     -0.506667      226.250    0.550826E+00    0.148936E-01   -0.622371E+00
     -0.506667      235.625    0.512915E+00    0.147937E-01   -0.583334E+00
     -0.506667      245.000    0.476553E+00    0.145662E-01   -0.545664E+00
     -0.506667      254.375    0.442176E+00    0.142197E-01   -0.509828E+00
     -0.506667      263.750    0.410124E+00    0.137635E-01   -0.476195E+00
     -0.506667      273.125    0.380651E+00    0.132068E-01   -0.445045E+00
     -0.506667      282.500    0.353930E+00    0.125592E-01   -0.416575E+00
     -0.506667      291.875    0.330066E+00    0.118297E-01   -0.390912E+00
     -0.506667      301.250    0.309105E+00    0.110273E-01   -0.368120E+00
     -0.506667      310.625    0.291041E+00    0.101607E-01   -0.348211E+00
     -0.506667      320.000    0.275824E+00    0.923821E-02   -0.331150E+00
     -0.504444       20.000    0.219300E+00   -0.192472E-03   -0.229347E+00
     -0.504444       29.375    0.320226E+00   -0.297026E-03   -0.335287E+00
     -0.504444       38.750    0.418100E+00   -0.319941E-03   -0.438436E+00
     -0.504444       48.125    0.511190E+00   -0.162774E-03   -0.537040E+00
     -0.504444       57.500    0.597744E+00    0.246337E-03   -0.629279E+00
     -0.504444       66.875    0.676128E+00    0.932241E-03   -0.713411E+00
     -0.504444       76.250    0.744929E+00    0.187608E-02   -0.787897E+00
     -0.504444       85.625    0.803039E+00    0.302994E-02   -0.851493E+00
     -0.504444       95.000    0.849717E+00    0.433241E-02   -0.903340E+00
     -0.504444      104.375    0.884623E+00    0.572012E-02   -0.942996E+00
     -0.504444      113.750    0.907809E+00    0.713477E-02   -0.970443E+00
     -0.504444      123.125    0.919691E+00    0.852646E-02   -0.986046E+00
     -0.504444      132.500    0.920985E+00    0.985469E-02   -0.990500E+00
     -0.504444      141.875    0.912647E+00    0.110880E-01   -0.984756E+00
     -0.504444      151.250    0.895799E+00    0.122031E-01   -0.969945E+00
     -0.504444      160.625    0.871662E+00    0.131836E-01   -0.947311E+00
     -0.504444      170.000    0.841499E+00    0.140189E-01   -0.918147E+00
     -0.504444      179.375    0.806563E+00    0.147030E-01   -0.883743E+00
     -0.504444      188.750    0.768062E+00    0.152340E-01   -0.845347E+00
     -0.504444      198.125    0.727123E+00    0.156128E-01   -0.804129E+00
     -0.504444      207.500    0.684780E+00    0.158427E-01   -0.761164E+00
     -0.504444      216.875    0.641953E+00    0.159289E-01   -0.717417E+00
     -0.504444      226.250    0.599450E+00    0.158779E-01   -0.673736E+00
     -0.504444      235.625    0.557959E+00    0.156974E-01   -0.630849E+00
     -0.504444      245.000    0.518057E+00    0.153957E-01   -0.589369E+00
     -0.504444      254.375    0.480210E+00    0.149816E-01   -0.549796E+00
     -0.504444      263.750    0.444787E+00    0.144641E-01   -0.512531E+00
     -0.504444      273.125    0.412062E+00    0.138523E-01   -0.477875E+00
     -0.504444      282.500    0.382228E+00    0.131553E-01   -0.446048E+00
     -0.504444      291.875    0.355405E+00    0.123819E-01   -0.417193E+00
     -0.504444      301.250    0.331651E+00    0.115408E-01   -0.391386E+00
     -0.504444      310.625    0.310968E+00    0.106403E-01   -0.368649E+00
     -0.504444      320.000    0.293314E+00    0.968823E-02   -0.348953E+00
     -0.502222       20.000    0.238273E+00    0.102843E-02   -0.247681E+00
     -0.502222       29.375    0.348196E+00    0.135814E-02   -0.362575E+00
     -0.502222       38.750    0.454678E+00    0.166905E-02   -0.474515E+00
     -0.502222       48.125    0.555597E+00    0.207100E-02   -0.581346E+00
     -0.502222       57.500    0.648937E+00    0.264940E-02   -0.680926E+00
     -0.502222       66.875    0.732934E+00    0.344088E-02   -0.771313E+00
     -0.502222       76.250    0.806157E+00    0.443636E-02   -0.850874E+00
     -0.502222       85.625    0.867544E+00    0.559639E-02   -0.918360E+00
     -0.502222       95.000    0.916447E+00    0.686729E-02   -0.972963E+00
     -0.502222      104.375    0.952632E+00    0.819284E-02   -0.101433E+01
     -0.502222      113.750    0.976268E+00    0.952125E-02   -0.104256E+01
     -0.502222      123.125    0.987881E+00    0.108085E-01   -0.105811E+01
     -0.502222      132.500    0.988291E+00    0.120191E-01   -0.106181E+01
     -0.502222      141.875    0.978549E+00    0.131262E-01   -0.105471E+01
     -0.502222      151.250    0.959860E+00    0.141101E-01   -0.103802E+01
     -0.502222      160.625    0.933522E+00    0.149576E-01   -0.101310E+01
     -0.502222      170.000    0.900866E+00    0.156607E-01   -0.981297E+00
     -0.502222      179.375    0.863204E+00    0.162156E-01   -0.943984E+00
     -0.502222      188.750    0.821798E+00    0.166219E-01   -0.902469E+00
     -0.502222      198.125    0.777826E+00    0.168817E-01   -0.857980E+00
     -0.502222      207.500    0.732364E+00    0.169993E-01   -0.811644E+00
     -0.502222      216.875    0.686373E+00    0.169805E-01   -0.764470E+00
     -0.502222      226.250    0.640695E+00    0.168321E-01   -0.717347E+00
     -0.502222      235.625    0.596051E+00    0.165621E-01   -0.671039E+00
     -0.502222      245.000    0.553046E+00    0.161786E-01   -0.626190E+00
     -0.502222      254.375    0.512171E+00    0.156903E-01   -0.583329E+00
     -0.502222      263.750    0.473815E+00    0.151061E-01   -0.542877E+00
     -0.502222      273.125    0.438269E+00    0.144346E-01   -0.505158E+00
     -0.502222      282.500    0.405744E+00    0.136846E-01   -0.470405E+00
     -0.502222      291.875    0.376369E+00    0.128645E-01   -0.438776E+00
     -0.502222      301.250    0.350213E+00    0.119826E-01   -0.410358E+00
     -0.502222      310.625    0.327285E+00    0.110466E-01   -0.385177E+00
     -0.502222      320.000    0.307548E+00    0.100640E-01   -0.363212E+00
     -0.500000       20.000    0.256787E+00    0.215500E-02   -0.265815E+00
     -0.500000       29.375    0.375035E+00    0.292125E-02   -0.389077E+00
     -0.500000       38.750    0.489212E+00    0.359626E-02   -0.508951E+00
     -0.500000       48.125    0.596922E+00    0.428857E-02   -0.622987E+00
     -0.500000       57.500    0.695970E+00    0.508425E-02   -0.728815E+00
     -0.500000       66.875    0.784526E+00    0.602260E-02   -0.824358E+00
     -0.500000       76.250    0.861176E+00    0.709981E-02   -0.907936E+00
     -0.500000       85.625    0.924934E+00    0.828397E-02   -0.978327E+00
     -0.500000       95.000    0.975257E+00    0.953028E-02   -0.103480E+01
     -0.500000      104.375    0.101204E+01    0.107917E-01   -0.107711E+01
     -0.500000      113.750    0.103556E+01    0.120254E-01   -0.110547E+01
     -0.500000      123.125    0.104647E+01    0.131952E-01   -0.112048E+01
     -0.500000      132.500    0.104569E+01    0.142726E-01   -0.112305E+01
     -0.500000      141.875    0.103436E+01    0.152363E-01   -0.111434E+01
     -0.500000      151.250    0.101376E+01    0.160717E-01   -0.109567E+01
     -0.500000      160.625    0.985261E+00    0.167693E-01   -0.106845E+01
     -0.500000      170.000    0.950241E+00    0.173242E-01   -0.103411E+01
     -0.500000      179.375    0.910065E+00    0.177348E-01   -0.994072E+00
     -0.500000      188.750    0.866036E+00    0.180027E-01   -0.949701E+00
     -0.500000      198.125    0.819368E+00    0.181313E-01   -0.902268E+00
     -0.500000      207.500    0.771171E+00    0.181257E-01   -0.852937E+00
     -0.500000      216.875    0.722435E+00    0.179923E-01   -0.802752E+00
     -0.500000      226.250    0.674027E+00    0.177383E-01   -0.752632E+00
     -0.500000      235.625    0.626692E+00    0.173716E-01   -0.703368E+00
     -0.500000      245.000    0.581054E+00    0.169004E-01   -0.655626E+00
     -0.500000      254.375    0.537622E+00    0.163330E-01   -0.609957E+00
     -0.500000      263.750    0.496801E+00    0.156779E-01   -0.566797E+00
     -0.500000      273.125    0.458897E+00    0.149436E-01   -0.526486E+00
     -0.500000      282.500    0.424128E+00    0.141381E-01   -0.489269E+00
     -0.500000      291.875    0.392635E+00    0.132696E-01   -0.455313E+00
     -0.500000      301.250    0.364493E+00    0.123455E-01   -0.424712E+00
     -0.500000      310.625    0.339717E+00    0.113734E-01   -0.397499E+00
     -0.500000      320.000    0.318272E+00    0.103600E-01   -0.373655E+00
     -0.497778       20.000    0.274748E+00    0.314123E-02   -0.283758E+00
     -0.497778       29.375    0.400515E+00    0.433594E-02   -0.414706E+00
     -0.497778       38.750    0.521319E+00    0.539954E-02   -0.541518E+00
     -0.497778       48.125    0.634622E+00    0.642463E-02   -0.661586E+00
     -0.497778       57.500    0.738165E+00    0.748384E-02   -0.772426E+00
     -0.497778       66.875    0.830120E+00    0.860972E-02   -0.871902E+00
     -0.497778       76.250    0.909128E+00    0.979906E-02   -0.958340E+00
     -0.497778       85.625    0.974302E+00    0.110265E-01   -0.103058E+01
     -0.497778       95.000    0.102522E+01    0.122572E-01   -0.108799E+01
     -0.497778      104.375    0.106191E+01    0.134554E-01   -0.113045E+01
     -0.497778      113.750    0.108477E+01    0.145891E-01   -0.115829E+01
     -0.497778      123.125    0.109457E+01    0.156320E-01   -0.117225E+01
     -0.497778      132.500    0.109233E+01    0.165642E-01   -0.117334E+01
     -0.497778      141.875    0.107927E+01    0.173715E-01   -0.116282E+01
     -0.497778      151.250    0.105673E+01    0.180447E-01   -0.114208E+01
     -0.497778      160.625    0.102615E+01    0.185791E-01   -0.111259E+01
     -0.497778      170.000    0.988935E+00    0.189731E-01   -0.107585E+01
     -0.497778      179.375    0.946498E+00    0.192280E-01   -0.103332E+01
     -0.497778      188.750    0.900168E+00    0.193469E-01   -0.986396E+00
     -0.497778      198.125    0.851183E+00    0.193349E-01   -0.936384E+00
     -0.497778      207.500    0.800672E+00    0.191979E-01   -0.884473E+00
     -0.497778      216.875    0.749645E+00    0.189429E-01   -0.831730E+00
     -0.497778      226.250    0.698986E+00    0.185772E-01   -0.779094E+00
     -0.497778      235.625    0.649453E+00    0.181088E-01   -0.727372E+00
     -0.497778      245.000    0.601682E+00    0.175457E-01   -0.677247E+00
     -0.497778      254.375    0.556195E+00    0.168960E-01   -0.629279E+00
     -0.497778      263.750    0.513405E+00    0.161677E-01   -0.583920E+00
     -0.497778      273.125    0.473627E+00    0.153686E-01   -0.541517E+00
     -0.497778      282.500    0.437088E+00    0.145065E-01   -0.502323E+00
     -0.497778      291.875    0.403934E+00    0.135888E-01   -0.466510E+00
     -0.497778      301.250    0.374243E+00    0.126225E-01   -0.434179E+00
     -0.497778      310.625    0.348035E+00    0.116144E-01   -0.405366E+00
     -0.497778      320.000    0.325277E+00    0.105708E-01   -0.380054E+00
     -0.495556       20.000    0.291749E+00    0.397239E-02   -0.301189E+00
     -0.495556       29.375    0.424078E+00    0.558113E-02   -0.439011E+00
     -0.495556       38.750    0.550310E+00    0.705059E-02   -0.571650E+00
     -0.495556       48.125    0.667909E+00    0.844283E-02   -0.696478E+00
     -0.495556       57.500    0.774658E+00    0.980396E-02   -0.811008E+00
     -0.495556       66.875    0.868798E+00    0.111512E-01   -0.913126E+00
     -0.495556       76.250    0.949065E+00    0.124779E-01   -0.100121E+01
     -0.495556       85.625    0.101469E+01    0.137647E-01   -0.107421E+01
     -0.495556       95.000    0.106539E+01    0.149875E-01   -0.113161E+01
     -0.495556      104.375    0.110132E+01    0.161235E-01   -0.117343E+01
     -0.495556      113.750    0.112301E+01    0.171535E-01   -0.120013E+01
     -0.495556      123.125    0.113134E+01    0.180627E-01   -0.121257E+01
     -0.495556      132.500    0.112741E+01    0.188410E-01   -0.121186E+01
     -0.495556      141.875    0.111251E+01    0.194822E-01   -0.119935E+01
     -0.495556      151.250    0.108806E+01    0.199836E-01   -0.117650E+01
     -0.495556      160.625    0.105552E+01    0.203453E-01   -0.114483E+01
     -0.495556      170.000    0.101634E+01    0.205695E-01   -0.110587E+01
     -0.495556      179.375    0.971939E+00    0.206605E-01   -0.106112E+01
     -0.495556      188.750    0.923672E+00    0.206233E-01   -0.101199E+01
     -0.495556      198.125    0.872786E+00    0.204645E-01   -0.959802E+00
     -0.495556      207.500    0.820422E+00    0.201908E-01   -0.905765E+00
     -0.495556      216.875    0.767594E+00    0.198097E-01   -0.850955E+00
